"HYRIV_ID","HYBAS_L08","HYBAS_L12"
20058146,2080036820,2120036890
20058242,2080030250,2120030250
20058304,2080036820,2120036870
20058305,2080036820,2120036870
20058306,2080036820,2120036870
20058330,2080030250,2120030250
20058452,2080036820,2120036890
20058453,2080036820,2120036890
20058524,2080036820,2120036860
20058525,2080036820,2120036860
20058526,2080036820,2120036890
20058617,2080036820,2120036890
20058692,2080036820,2120036870
20058768,2080036820,2120036860
20058769,2080036820,2120036890
20058797,2080030050,2120030050
20058798,2080030050,2120030050
20058799,2080030050,2120030050
20058800,2080030050,2120030050
20058876,2080036820,2120036860
20058877,2080036820,2120036860
20058878,2080036820,2120036860
20058879,2080036820,2120036890
20058880,2080036820,2120036890
20058881,2080036820,2120036890
20058897,2080030250,2120030250
20058955,2080036820,2120036860
20058956,2080036820,2120036890
20058957,2080036820,2120036890
20058958,2080036820,2120036890
20058959,2080036820,2120036890
20058960,2080036820,2120036890
20058979,2080030250,2120030250
20058980,2080030050,2120030050
20059029,2080036820,2120036870
20059112,2080036820,2120036870
20059113,2080036820,2120036890
20059194,2080036820,2120036870
20059195,2080036820,2120036870
20059196,2080036820,2120036860
20059256,2080036820,2120036870
20059257,2080036820,2120036870
20059258,2080036820,2120036870
20059259,2080036820,2120036860
20059260,2080036820,2120036860
20059261,2080036820,2120036890
20059274,2080030050,2120030050
20059338,2080036820,2120036870
20059339,2080036820,2120036860
20059340,2080036820,2120036860
20059341,2080036820,2120036890
20059424,2080036820,2120036860
20059426,2080036820,2120036890
20059494,2080036820,2120036860
20059495,2080036820,2120036860
20059585,2080036820,2120036860
20059586,2080036820,2120036860
20059587,2080036820,2120036860
20059601,2080030250,2120030250
20059602,2080030250,2120030250
20059640,2080036820,2120036870
20059641,2080036820,2120036860
20059714,2080036820,2120036860
20059730,2080030250,2120030250
20059775,2080036820,2120036860
20059776,2080036820,2120036860
20059777,2080036820,2120036860
20059869,2080036820,2120036860
20060045,2080036820,2120036870
20060161,2080030270,2120030290
20060386,2080036820,2120036860
20060387,2080036820,2120036860
20060388,2080036820,2120036860
20060521,2080036820,2120036860
20060522,2080036820,2120036860
20060666,2080036820,2120036860
20060667,2080036820,2120036860
20060682,2080030030,2120030030
20060818,2080036820,2120036860
20060886,2080036820,2120036840
20061321,2080029990,2120030010
20061469,2080036820,2120036860
20061563,2080036820,2120036860
20061582,2080030270,2120030290
20061759,2080036820,2120036860
20061760,2080036820,2120036860
20061829,2080036820,2120036860
20061830,2080036820,2120036860
20061831,2080036820,2120036860
20061832,2080036820,2120036860
20061916,2080036820,2120036860
20061917,2080036820,2120036860
20061986,2080036820,2120036860
20061987,2080036820,2120036860
20062069,2080036820,2120036840
20062153,2080036820,2120036840
20062154,2080036820,2120036840
20062155,2080036820,2120036840
20062169,2080029990,2120030010
20062214,2080036820,2120036860
20062413,2080036820,2120036840
20062414,2080036820,2120036860
20062415,2080036820,2120036860
20062727,2080036820,2120036840
20062728,2080036820,2120036840
20062806,2080036820,2120036840
20062807,2080036820,2120036840
20062990,2080036820,2120036840
20062991,2080036820,2120036840
20063014,2080030270,2120030310
20063072,2080036820,2120036840
20063073,2080036820,2120036840
20063074,2080036820,2120036840
20063215,2080036820,2120036840
20063216,2080036820,2120036840
20063282,2080036820,2120036840
20063364,2080036820,2120036840
20063583,2080036820,2120036840
20063789,2080036820,2120036840
20063790,2080036820,2120036840
20063851,2080036820,2120036840
20063852,2080036820,2120036840
20063853,2080036820,2120036840
20063854,2080036820,2120036840
20063855,2080036820,2120036840
20063856,2080036820,2120036840
20063857,2080036820,2120036840
20063858,2080036820,2120036840
20063921,2080036820,2120036840
20063922,2080036820,2120036840
20063937,2080030270,2120030330
20063998,2080036820,2120036840
20064062,2080036820,2120036840
20064063,2080036820,2120036820
20064064,2080036820,2120036820
20064136,2080036820,2120036840
20064137,2080036820,2120036840
20064138,2080036820,2120036840
20064200,2080036820,2120036840
20064219,2080029990,2120029990
20064262,2080036820,2120036840
20064263,2080036820,2120036840
20064264,2080036820,2120036840
20064337,2080036820,2120036840
20064405,2080036820,2120036840
20064406,2080036820,2120036840
20064407,2080036820,2120036840
20064408,2080036820,2120036840
20064409,2080036820,2120036820
20064410,2080036820,2120036820
20064411,2080036820,2120036820
20064412,2080036820,2120036820
20064476,2080036820,2120036820
20064477,2080036820,2120036820
20064478,2080036820,2120036820
20064479,2080036820,2120036820
20064480,2080036820,2120036820
20064558,2080036820,2120036840
20064559,2080036820,2120036840
20064629,2080036820,2120036840
20064630,2080036820,2120036840
20064631,2080036820,2120036840
20064632,2080036820,2120036840
20064633,2080036820,2120036840
20064634,2080036820,2120036840
20064704,2080036820,2120036840
20064705,2080036820,2120036840
20064706,2080036820,2120036820
20064707,2080036820,2120036820
20064787,2080036820,2120036820
20064859,2080036820,2120036820
20064995,2080036820,2120036840
20065062,2080036820,2120036820
20065063,2080036820,2120036820
20065064,2080036820,2120036820
20065065,2080036820,2120036820
20065066,2080036820,2120036820
20065128,2080036820,2120036840
20065129,2080036820,2120036840
20065191,2080036820,2120036840
20065205,2080030370,2120030370
20065274,2080036820,2120036840
20065275,2080036820,2120036840
20065349,2080036820,2120036840
20065422,2080036820,2120036820
20065423,2080036820,2120036820
20065484,2080036820,2120036820
20065545,2080036820,2120036840
20065546,2080036820,2120036820
20065547,2080036820,2120036820
20065548,2080036820,2120036820
20065549,2080036820,2120036820
20065550,2080036820,2120036820
20065570,2080030370,2120030370
20065571,2080030370,2120030370
20065635,2080036820,2120036820
20065636,2080036820,2120036820
20065650,2080030370,2120030370
20065712,2080036820,2120036820
20065792,2080036820,2120036820
20065793,2080036820,2120036820
20065883,2080036820,2120036820
20065895,2080030370,2120030370
20065958,2080036820,2120036840
20065959,2080036820,2120036840
20065968,2080029970,2120029970
20066032,2080036820,2120036840
20066049,2080030370,2120030370
20066211,2080036820,2120036840
20066215,2080036820,2120036820
20066216,2080036820,2120036820
20066287,2080036820,2120036840
20066289,2080036820,2120036820
20066635,2080029970,2120029970
20066682,2080036820,2120036820
20066874,2080036820,2120036820
20066886,2080030370,2120030370
20067043,2080036820,2120036820
20067044,2080036820,2120036820
20067109,2080036820,2120036820
20067110,2080036820,2120036820
20067215,2080036820,2120036820
20067278,2080036820,2120036820
20067279,2080036820,2120036820
20067280,2080036820,2120036820
20067343,2080036820,2120036820
20067597,2080036820,2120036820
20067598,2080036820,2120036820
20067667,2080036780,2120036800
20067668,2080036780,2120036800
20067669,2080036820,2120036820
20067735,2080036820,2120036820
20067736,2080036820,2120036820
20067737,2080036820,2120036820
20067824,2080036820,2120036820
20067981,2080036820,2120036820
20067982,2080036820,2120036820
20067983,2080036820,2120036820
20068064,2080036820,2120036820
20068295,2080036820,2120036820
20068447,2080036820,2120036820
20068448,2080036820,2120036820
20068449,2080036820,2120036820
20068629,2080036820,2120036820
20068630,2080036820,2120036820
20068631,2080036820,2120036820
20068641,2080029950,2120029950
20068695,2080036780,2120036800
20068696,2080036780,2120036800
20068697,2080036780,2120036800
20068698,2080036820,2120036820
20068699,2080036820,2120036820
20068700,2080036820,2120036820
20068772,2080036780,2120036780
20068773,2080036780,2120036800
20068774,2080036780,2120036800
20068775,2080036780,2120036800
20068776,2080036820,2120036820
20068839,2080036780,2120036780
20068840,2080036780,2120036800
20068841,2080036780,2120036800
20068842,2080036780,2120036800
20068843,2080036780,2120036800
20068844,2080036780,2120036800
20068845,2080036780,2120036800
20068846,2080036820,2120036820
20068847,2080036820,2120036820
20068919,2080036780,2120036800
20068920,2080036820,2120036820
20068934,2080029950,2120029950
20068999,2080036780,2120036780
20069000,2080036780,2120036780
20069016,2080029950,2120029950
20069066,2080036780,2120036780
20069067,2080036780,2120036780
20069068,2080036820,2120036820
20069146,2080036780,2120036780
20069147,2080036820,2120036820
20069225,2080036780,2120036800
20069233,2080030370,2120030390
20069234,2080030370,2120030390
20069319,2080036780,2120036780
20069320,2080036780,2120036800
20069336,2080030370,2120030390
20069404,2080036780,2120036780
20069405,2080036780,2120036780
20069655,2080036780,2120036780
20069656,2080036780,2120036780
20069751,2080036780,2120036780
20069835,2080030370,2120030390
20069889,2080036780,2120036780
20069890,2080036780,2120036780
20069891,2080036780,2120036800
20069892,2080036780,2120036800
20069893,2080036780,2120036800
20069980,2080036780,2120036800
20070076,2080036780,2120036780
20070077,2080036780,2120036800
20070097,2080029950,2120029950
20070144,2080036780,2120036780
20070164,2080029950,2120029950
20070222,2080036780,2120036780
20070223,2080036780,2120036780
20070224,2080036780,2120036800
20070317,2080036780,2120036800
20070343,2080029950,2120029950
20070394,2080036780,2120036800
20070488,2080036780,2120036780
20070489,2080036780,2120036780
20070490,2080036780,2120036800
20070491,2080036780,2120036800
20070492,2080036780,2120036800
20070493,2080036780,2120036800
20070575,2080036780,2120036780
20070576,2080036780,2120036800
20070577,2080036780,2120036800
20070578,2080036780,2120036800
20070579,2080036780,2120036800
20070874,2080036780,2120036800
20070889,2080029900,2120029910
20070951,2080036780,2120036800
20070952,2080036780,2120036800
20071022,2080036780,2120036780
20071023,2080036780,2120036800
20071114,2080036780,2120036800
20071191,2080036780,2120036780
20071192,2080036780,2120036780
20071193,2080036780,2120036780
20071194,2080036780,2120036780
20071195,2080036780,2120036800
20071196,2080036780,2120036800
20071197,2080036780,2120036800
20071288,2080036780,2120036780
20071289,2080036780,2120036780
20071376,2080036780,2120036780
20071377,2080036780,2120036780
20071447,2080036780,2120036780
20071448,2080036780,2120036800
20071464,2080030370,2120030410
20071556,2080036780,2120036780
20071557,2080036780,2120036780
20071627,2080036780,2120036780
20071704,2080036780,2120036780
20072040,2080036780,2120036790
20072041,2080036780,2120036780
20072116,2080036780,2120036780
20072117,2080036780,2120036780
20072133,2080029930,2120029930
20072371,2080036780,2120036790
20072372,2080036780,2120036780
20072373,2080036780,2120036780
20072374,2080036740,2120036760
20072393,2080029930,2120029930
20072544,2080036780,2120036790
20072545,2080036780,2120036790
20072546,2080036780,2120036790
20072646,2080036780,2120036780
20072761,2080036780,2120036790
20072762,2080036780,2120036790
20072763,2080036780,2120036780
20072764,2080036780,2120036780
20072765,2080036780,2120036780
20072974,2080036780,2120036790
20072975,2080036780,2120036790
20073074,2080036780,2120036780
20073166,2080036780,2120036780
20073376,2080036780,2120036790
20073377,2080036780,2120036780
20073393,2080030430,2120030430
20073477,2080036740,2120036760
20073478,2080036740,2120036760
20073567,2080036740,2120036760
20073568,2080036740,2120036760
20073760,2080036740,2120036760
20073761,2080036740,2120036760
20073841,2080036780,2120036780
20073842,2080036780,2120036780
20073843,2080036780,2120036780
20073936,2080036780,2120036780
20073937,2080036740,2120036760
20074004,2080036780,2120036780
20074029,2080029900,2120029900
20074112,2080036780,2120036780
20074113,2080036780,2120036780
20074114,2080036740,2120036760
20074128,2080030430,2120030450
20074206,2080036740,2120036760
20074207,2080036740,2120036760
20074311,2080036780,2120036780
20074312,2080036780,2120036780
20074313,2080036740,2120036760
20074333,2080029930,2120029930
20074415,2080036780,2120036780
20074416,2080036780,2120036780
20074527,2080036780,2120036790
20074528,2080036780,2120036780
20074529,2080036780,2120036780
20074718,2080036780,2120036790
20074739,2080029900,2120029900
20074740,2080029900,2120029900
20074741,2080029900,2120029900
20075208,2080029900,2120029900
20075285,2080036780,2120036780
20075311,2080029900,2120029900
20075403,2080029900,2120029900
20075495,2080036780,2120036780
20075575,2080036780,2120036780
20075775,2080030470,2120030470
20075859,2080029900,2120029900
20075928,2080036740,2120036740
20075938,2080029880,2120029880
20075939,2080029900,2120029900
20076852,2080036740,2120036740
20077582,2080029800,2120029860
20077698,2080029800,2120029860
20077699,2080029800,2120029860
20078189,2080036720,2120036720
20078821,2080036720,2120036720
20079197,2080036720,2120036720
20079198,2080036720,2120036720
20079199,2080036720,2120036720
20079302,2080036720,2120036720
20079387,2080036720,2120036720
20079562,2080036720,2120036720
20079642,2080036720,2120036720
20079643,2080036720,2120036720
20079658,2080030490,2120030490
20079659,2080030490,2120030490
20079850,2080036720,2120036720
20079851,2080036720,2120036720
20079852,2080036720,2120036720
20079853,2080036720,2120036720
20079854,2080036720,2120036720
20079866,2080030490,2120030490
20079867,2080030490,2120030490
20079924,2080036720,2120036720
20079925,2080036720,2120036720
20079926,2080036720,2120036720
20080032,2080036720,2120036720
20080033,2080036720,2120036720
20080210,2080036720,2120036720
20080211,2080036720,2120036720
